ID;Municipio;SiglaEstado;QtdMasculino;QtdFeminino;QtdTotal;PercentualFeminino;PercentualMasculino
647;BOA VISTA;RR;746;329;1075;306.046.511.627.906.000;693.953.488.372.093.000
2233;IPANGUAÄU;RN;161;71;232;306.034.482.758.620.000;693.965.517.241.379.000
5238;TEOFIL∂NDIA;BA;161;71;232;306.034.482.758.620.000;693.965.517.241.379.000
570;BAURU;SP;576;254;830;306.024.096.385.542.000;693.975.903.614.457.000
2572;JAÈ;SP;474;209;683;306.002.928.257.686.000;693.997.071.742.313.000
2703;LAGOA DE PEDRAS;RN;93;41;134;305.970.149.253.731.000;694.029.850.746.268.000
3458;OLHO D'µGUA DO CASADO;AL;93;41;134;305.970.149.253.731.000;694.029.850.746.268.000
2932;MARACAN«;PA;245;108;353;305.949.008.498.583.000;694.050.991.501.416.000
3612;PARANAGUµ;PR;608;268;876;305.936.073.059.360.000;694.063.926.940.639.000
3862;PIRAMBU;SE;152;67;219;305.936.073.059.360.000;694.063.926.940.639.000
3858;PIRA÷ DO SUL;PR;211;93;304;305.921.052.631.578.000;694.078.947.368.421.000
3194;MORENO;PE;329;145;474;305.907.172.995.780.000;694.092.827.004.219.000
2673;JUSSARA;PR;118;52;170;305.882.352.941.176.000;694.117.647.058.823.000
3866;PIRANGUINHO;MG;177;78;255;305.882.352.941.176.000;694.117.647.058.823.000
4384;SANTA BµRBARA D'OESTE;SP;706;311;1017;305.801.376.597.836.000;694.198.623.402.163.000
4258;RIO NOVO;MG;168;74;242;305.785.123.966.942.000;694.214.876.033.057.000
3998;PORTO RICO;PR;84;37;121;305.785.123.966.942.000;694.214.876.033.057.000
3230;MULUNGU;PB;84;37;121;305.785.123.966.942.000;694.214.876.033.057.000
1809;FLOREAL;SP;84;37;121;305.785.123.966.942.000;694.214.876.033.057.000
5277;TIM‡TEO;MG;445;196;641;305.772.230.889.235.000;694.227.769.110.764.000
112;ALFENAS;MG;361;159;520;305.769.230.769.230.000;694.230.769.230.769.000
3578;PANORAMA;SP;193;85;278;305.755.395.683.453.000;694.244.604.316.546.000
521;BARRA DO BUGRES;MT;302;133;435;305.747.126.436.781.000;694.252.873.563.218.000
460;BAIAN‡POLIS;BA;109;48;157;305.732.484.076.433.000;694.267.515.923.566.000
1265;CHARQUEADAS;RS;243;107;350;305.714.285.714.285.000;694.285.714.285.714.000
1862;FRANCISCO MORATO;SP;536;236;772;305.699.481.865.284.000;694.300.518.134.715.000
4449;SANTA LUZIA;MA;268;118;386;305.699.481.865.284.000;694.300.518.134.715.000
857;CACHOEIRA GRANDE;MA;159;70;229;305.676.855.895.196.000;694.323.144.104.803.000
1062;CAP«O DO LE«O;RS;209;92;301;305.647.840.531.561.000;694.352.159.468.438.000
5466;VARGEM;SP;209;92;301;305.647.840.531.561.000;694.352.159.468.438.000
623;BET∂NIA DO PIAU÷;PI;50;22;72;305.555.555.555.555.000;694.444.444.444.444.000
478;BALSAS;MA;375;165;540;305.555.555.555.555.000;694.444.444.444.444.000
1189;CATANDUVA;SP;375;165;540;305.555.555.555.555.000;694.444.444.444.444.000
1353;CONCEIÄ«O DOS OUROS;MG;125;55;180;305.555.555.555.555.000;694.444.444.444.444.000
4428;SANTA HELENA;PR;100;44;144;305.555.555.555.555.000;694.444.444.444.444.000
4329;SACRAMENTO;MG;200;88;288;305.555.555.555.555.000;694.444.444.444.444.000
3702;PAV«O;MG;125;55;180;305.555.555.555.555.000;694.444.444.444.444.000
3363;NOVA MARIL∂NDIA;MT;75;33;108;305.555.555.555.555.000;694.444.444.444.444.000
2346;ITALVA;RJ;200;88;288;305.555.555.555.555.000;694.444.444.444.444.000
5305;TRAIPU;AL;125;55;180;305.555.555.555.555.000;694.444.444.444.444.000
4852;S«O MANOEL DO PARANµ;PR;75;33;108;305.555.555.555.555.000;694.444.444.444.444.000
4641;S«O CRIST‡V«O DO SUL;SC;75;33;108;305.555.555.555.555.000;694.444.444.444.444.000
5474;VARGEM GRANDE PAULISTA;SP;266;117;383;305.483.028.720.626.000;694.516.971.279.373.000
4327;SABIN‡POLIS;MG;166;73;239;305.439.330.543.933.000;694.560.669.456.066.000
884;CAIABU;SP;166;73;239;305.439.330.543.933.000;694.560.669.456.066.000
3752;PEIXE-BOI;PA;141;62;203;305.418.719.211.822.000;694.581.280.788.177.000
2863;MADALENA;CE;116;51;167;305.389.221.556.886.000;694.610.778.443.113.000
1309;COLARES;PA;232;102;334;305.389.221.556.886.000;694.610.778.443.113.000
563;BASTOS;SP;182;80;262;305.343.511.450.381.000;694.656.488.549.618.000
3116;MIRASSOL∂NDIA;SP;91;40;131;305.343.511.450.381.000;694.656.488.549.618.000
3266;NAVIRA÷;MS;248;109;357;305.322.128.851.540.000;694.677.871.148.459.000
3559;PALMEIR∂NDIA;MA;248;109;357;305.322.128.851.540.000;694.677.871.148.459.000
4096;QUEIMADAS;PB;314;138;452;305.309.734.513.274.000;694.690.265.486.725.000
88;ALAGOA GRANDE;PB;157;69;226;305.309.734.513.274.000;694.690.265.486.725.000
2247;IPIRANGA;PR;157;69;226;305.309.734.513.274.000;694.690.265.486.725.000
5050;SERRANO DO MARANH«O;MA;157;69;226;305.309.734.513.274.000;694.690.265.486.725.000
796;BUENO BRAND«O;MG;132;58;190;305.263.157.894.736.000;694.736.842.105.263.000
4179;RIACHO FRIO;PI;66;29;95;305.263.157.894.736.000;694.736.842.105.263.000
2905;MANDURI;SP;132;58;190;305.263.157.894.736.000;694.736.842.105.263.000
4883;S«O PATR÷CIO;GO;66;29;95;305.263.157.894.736.000;694.736.842.105.263.000
3216;MOSSOR‡;RN;610;268;878;305.239.179.954.441.000;694.760.820.045.558.000
4341;SALGADO DE S«O FêLIX;PB;107;47;154;305.194.805.194.805.000;694.805.194.805.194.000
4399;SANTA CRUZ DA BAIXA VERDE;PE;148;65;213;305.164.319.248.826.000;694.835.680.751.173.000
501;BARBACENA;MG;501;220;721;305.131.761.442.441.000;694.868.238.557.558.000
3677;PATY DO ALFERES;RJ;353;155;508;305.118.110.236.220.000;694.881.889.763.779.000
3666;PASTOS BONS;MA;82;36;118;305.084.745.762.711.000;694.915.254.237.288.000
3657;PASSAGEM FRANCA;MA;82;36;118;305.084.745.762.711.000;694.915.254.237.288.000
4544;SANTANA DO MATOS;RN;82;36;118;305.084.745.762.711.000;694.915.254.237.288.000
4183;RIANµPOLIS;GO;82;36;118;305.084.745.762.711.000;694.915.254.237.288.000
1065;CAPELA;SE;164;72;236;305.084.745.762.711.000;694.915.254.237.288.000
2764;LAURO DE FREITAS;BA;647;284;931;305.048.335.123.523.000;694.951.664.876.476.000
4359;SALTO GRANDE;SP;221;97;318;305.031.446.540.880.000;694.968.553.459.119.000
4139;REDENÄ«O;CE;180;79;259;305.019.305.019.305.000;694.980.694.980.694.000
1492;CRUZEIRO DO SUL;RS;139;61;200;305.000.000.000.000.000;695.000.000.000.000.000
3988;PORTO FERREIRA;SP;376;165;541;304.990.757.855.822.000;695.009.242.144.177.000
3733;PEDREIRAS;MA;237;104;341;304.985.337.243.401.000;695.014.662.756.598.000
3682;PAU DOS FERROS;RN;98;43;141;304.964.539.007.092.000;695.035.460.992.907.000
869;CACOAL;RO;253;111;364;304.945.054.945.054.000;695.054.945.054.945.000
2060;GURINHêM;PB;114;50;164;304.878.048.780.487.000;695.121.951.219.512.000
1771;FEIRA GRANDE;AL;114;50;164;304.878.048.780.487.000;695.121.951.219.512.000
4392;SANTA CEC÷LIA DO SUL;RS;57;25;82;304.878.048.780.487.000;695.121.951.219.512.000
2311;ITACARAMBI;MG;114;50;164;304.878.048.780.487.000;695.121.951.219.512.000
4797;S«O JOSê DO BREJO DO CRUZ;PB;57;25;82;304.878.048.780.487.000;695.121.951.219.512.000
4345;SALINAS DA MARGARIDA;BA;244;107;351;304.843.304.843.304.000;695.156.695.156.695.000
1778;FELIXL∂NDIA;MG;187;82;269;304.832.713.754.646.000;695.167.286.245.353.000
1923;GLICêRIO;SP;130;57;187;304.812.834.224.598.000;695.187.165.775.401.000
1338;CONCEIÄ«O DAS ALAGOAS;MG;130;57;187;304.812.834.224.598.000;695.187.165.775.401.000
5580;VOTORANTIM;SP;463;203;666;304.804.804.804.804.000;695.195.195.195.195.000
1465;CRISTAL DO SUL;RS;73;32;105;304.761.904.761.904.000;695.238.095.238.095.000
228;ANCHIETA;SC;73;32;105;304.761.904.761.904.000;695.238.095.238.095.000
2314;ITACURUBA;PE;73;32;105;304.761.904.761.904.000;695.238.095.238.095.000
2296;ITABAIANA;SE;146;64;210;304.761.904.761.904.000;695.238.095.238.095.000
3144;MONSENHOR PAULO;MG;73;32;105;304.761.904.761.904.000;695.238.095.238.095.000
3497;OURIZONA;PR;89;39;128;304.687.500.000.000.000;695.312.500.000.000.000
213;ANADIA;AL;89;39;128;304.687.500.000.000.000;695.312.500.000.000.000
5341;TROMBUDO CENTRAL;SC;89;39;128;304.687.500.000.000.000;695.312.500.000.000.000
1094;CARACARA÷;RR;283;124;407;304.668.304.668.304.000;695.331.695.331.695.000
4215;RIO BONITO;RJ;283;124;407;304.668.304.668.304.000;695.331.695.331.695.000
3412;NOVO AIR«O;AM;299;131;430;304.651.162.790.697.000;695.348.837.209.302.000
4060;PRESIDENTE VARGAS;MA;137;60;197;304.568.527.918.781.000;695.431.472.081.218.000
1153;CAROEBE;RR;137;60;197;304.568.527.918.781.000;695.431.472.081.218.000
2180;ILHA DE ITAMARACµ;PE;153;67;220;304.545.454.545.454.000;695.454.545.454.545.000
2404;ITAPOR«;MS;153;67;220;304.545.454.545.454.000;695.454.545.454.545.000
2002;GUANAMBI;BA;169;74;243;304.526.748.971.193.000;695.473.251.028.806.000
3854;PIRACICABA;SP;852;373;1225;304.489.795.918.367.000;695.510.204.081.632.000
3197;MORRETES;PR;265;116;381;304.461.942.257.217.000;695.538.057.742.782.000
1264;CHARQUEADA;SP;297;130;427;304.449.648.711.943.000;695.550.351.288.056.000
1178;CASTANHAL;PA;601;263;864;304.398.148.148.148.000;695.601.851.851.851.000
1538;DARCIN‡POLIS;TO;112;49;161;304.347.826.086.956.000;695.652.173.913.043.000
681;BOM JESUS;RN;80;35;115;304.347.826.086.956.000;695.652.173.913.043.000
186;AMAJARI;RR;160;70;230;304.347.826.086.956.000;695.652.173.913.043.000
123;ALMEIRIM;PA;240;105;345;304.347.826.086.956.000;695.652.173.913.043.000
2786;LIMA CAMPOS;MA;80;35;115;304.347.826.086.956.000;695.652.173.913.043.000
3706;PEABIRU;PR;160;70;230;304.347.826.086.956.000;695.652.173.913.043.000
3652;PASSA TEMPO;MG;160;70;230;304.347.826.086.956.000;695.652.173.913.043.000
5346;TUCURU÷;PA;423;185;608;304.276.315.789.473.000;695.723.684.210.526.000
1263;CHAPEC‡;SC;327;143;470;304.255.319.148.936.000;695.744.680.851.063.000
4501;SANTA ROSA DE VITERBO;SP;231;101;332;304.216.867.469.879.000;695.783.132.530.120.000
659;BOCA DO ACRE;AM;199;87;286;304.195.804.195.804.000;695.804.195.804.195.000
4696;S«O GERALDO DO ARAGUAIA;PA;199;87;286;304.195.804.195.804.000;695.804.195.804.195.000
942;CAMPANHA;MG;183;80;263;304.182.509.505.703.000;695.817.490.494.296.000
5530;VIÄOSA;MG;453;198;651;304.147.465.437.788.000;695.852.534.562.211.000
1435;CORUMBATA÷;SP;135;59;194;304.123.711.340.206.000;695.876.288.659.793.000
664;BOCAIÈVA;MG;373;163;536;304.104.477.611.940.000;695.895.522.388.059.000
359;ARAUµ;SE;119;52;171;304.093.567.251.461.000;695.906.432.748.538.000
4058;PRESIDENTE SARNEY;MA;238;104;342;304.093.567.251.461.000;695.906.432.748.538.000
1148;CARNAUBAIS;RN;103;45;148;304.054.054.054.054.000;695.945.945.945.945.000
5457;VALENÄA DO PIAU÷;PI;103;45;148;304.054.054.054.054.000;695.945.945.945.945.000
16;AÄAIL∂NDIA;MA;396;173;569;304.042.179.261.862.000;695.957.820.738.137.000
973;CAMPO DO MEIO;MG;190;83;273;304.029.304.029.304.000;695.970.695.970.695.000
4456;SANTA LUZIA DO PARUµ;MA;190;83;273;304.029.304.029.304.000;695.970.695.970.695.000
2352;ITAMARI;BA;87;38;125;304.000.000.000.000.000;696.000.000.000.000.000
926;CAMAPU«;MS;174;76;250;304.000.000.000.000.000;696.000.000.000.000.000
3478;ORIXIMINµ;PA;229;100;329;303.951.367.781.155.000;696.048.632.218.844.000
2877;MAIRINQUE;SP;442;193;635;303.937.007.874.015.000;696.062.992.125.984.000
3284;NIL‡POLIS;RJ;513;224;737;303.934.871.099.050.000;696.065.128.900.949.000
2985;MARIPµ;PR;71;31;102;303.921.568.627.450.000;696.078.431.372.549.000
3102;MIRA÷;MG;142;62;204;303.921.568.627.450.000;696.078.431.372.549.000
3042;MATURêIA;PB;71;31;102;303.921.568.627.450.000;696.078.431.372.549.000
3933;PONGA÷;SP;71;31;102;303.921.568.627.450.000;696.078.431.372.549.000
4130;RAPOSA;MA;252;110;362;303.867.403.314.917.000;696.132.596.685.082.000
2813;LOUVEIRA;SP;433;189;622;303.858.520.900.321.000;696.141.479.099.678.000
4230;RIO DAS PEDRAS;SP;307;134;441;303.854.875.283.446.000;696.145.124.716.553.000
73;µGUAS LINDAS DE GOIµS;GO;582;254;836;303.827.751.196.172.000;696.172.248.803.827.000
4516;SANTA TEREZINHA;BA;110;48;158;303.797.468.354.430.000;696.202.531.645.569.000
3443;NOVO XINGU;RS;55;24;79;303.797.468.354.430.000;696.202.531.645.569.000
2508;JAGUARARI;BA;220;96;316;303.797.468.354.430.000;696.202.531.645.569.000
1165;CASA NOVA;BA;259;113;372;303.763.440.860.215.000;696.236.559.139.784.000
5276;TIMON;MA;541;236;777;303.732.303.732.303.000;696.267.696.267.696.000
3936;PONTA POR«;MS;337;147;484;303.719.008.264.462.000;696.280.991.735.537.000
3898;PLµCIDO DE CASTRO;AC;188;82;270;303.703.703.703.703.000;696.296.296.296.296.000
3735;PEDRINHAS PAULISTA;SP;94;41;135;303.703.703.703.703.000;696.296.296.296.296.000
4328;SABOEIRO;CE;94;41;135;303.703.703.703.703.000;696.296.296.296.296.000
2338;ITAJµ;GO;94;41;135;303.703.703.703.703.000;696.296.296.296.296.000
497;BAR«O DE MONTE ALTO;MG;94;41;135;303.703.703.703.703.000;696.296.296.296.296.000
716;BONFIN‡POLIS DE MINAS;MG;94;41;135;303.703.703.703.703.000;696.296.296.296.296.000
4771;S«O JORGE D'OESTE;PR;94;41;135;303.703.703.703.703.000;696.296.296.296.296.000
4839;S«O LOURENÄO DO SUL;RS;188;82;270;303.703.703.703.703.000;696.296.296.296.296.000
169;ALT‚NIA;PR;133;58;191;303.664.921.465.968.000;696.335.078.534.031.000
3157;MONTE ALEGRE DO SUL;SP;172;75;247;303.643.724.696.356.000;696.356.275.303.643.000
1409;CORONEL FABRICIANO;MG;422;184;606;303.630.363.036.303.000;696.369.636.963.696.000
4147;REGISTRO;SP;445;194;639;303.599.374.021.909.000;696.400.625.978.090.000
2973;MARIBONDO;AL;117;51;168;303.571.428.571.428.000;696.428.571.428.571.000
2453;ITU;SP;585;255;840;303.571.428.571.428.000;696.428.571.428.571.000
1276;CHU÷;RS;117;51;168;303.571.428.571.428.000;696.428.571.428.571.000
1870;FREI INOC“NCIO;MG;195;85;280;303.571.428.571.428.000;696.428.571.428.571.000
108;ALêM PARA÷BA;MG;312;136;448;303.571.428.571.428.000;696.428.571.428.571.000
1018;CANAVIEIRA;PI;78;34;112;303.571.428.571.428.000;696.428.571.428.571.000
2374;ITAPARICA;BA;257;112;369;303.523.035.230.352.000;696.476.964.769.647.000
2509;JAGUARê;ES;218;95;313;303.514.376.996.805.000;696.485.623.003.194.000
1313;COLINAS;MA;140;61;201;303.482.587.064.676.000;696.517.412.935.323.000
5253;TERRA NOVA DO NORTE;MT;140;61;201;303.482.587.064.676.000;696.517.412.935.323.000
4870;S«O MIGUEL DO ARAGUAIA;GO;241;105;346;303.468.208.092.485.000;696.531.791.907.514.000
155;ALTO HORIZONTE;GO;101;44;145;303.448.275.862.068.000;696.551.724.137.931.000
4582;SANTO ANTONIO DO CAIUµ;PR;101;44;145;303.448.275.862.068.000;696.551.724.137.931.000
3762;PENTECOSTE;CE;225;98;323;303.405.572.755.417.000;696.594.427.244.582.000
1846;FORTALEZA DOS VALOS;RS;62;27;89;303.370.786.516.853.000;696.629.213.483.146.000
4616;S«O BENTINHO;PB;62;27;89;303.370.786.516.853.000;696.629.213.483.146.000
5161;TAI‡;SC;124;54;178;303.370.786.516.853.000;696.629.213.483.146.000
5140;SUZANO;SP;928;404;1332;303.303.303.303.303.000;696.696.696.696.696.000
5219;TAUBATê;SP;719;313;1032;303.294.573.643.410.000;696.705.426.356.589.000
3044;MAUµ;SP;889;387;1276;303.291.536.050.156.000;696.708.463.949.843.000
1325;COLORADO;RS;85;37;122;303.278.688.524.590.000;696.721.311.475.409.000
1515;CURIMATµ;PI;85;37;122;303.278.688.524.590.000;696.721.311.475.409.000
2156;IGARAPê;MG;409;178;587;303.236.797.274.275.000;696.763.202.725.724.000
5289;TOLEDO;PR;455;198;653;303.215.926.493.108.000;696.784.073.506.891.000
1692;ERECHIM;RS;347;151;498;303.212.851.405.622.000;696.787.148.594.377.000
1196;CATIGUµ;SP;131;57;188;303.191.489.361.702.000;696.808.510.638.297.000
4196;RIBEIR«O DAS NEVES;MG;593;258;851;303.172.737.955.346.000;696.827.262.044.653.000
3214;MORUNGABA;SP;177;77;254;303.149.606.299.212.000;696.850.393.700.787.000
5490;VµRZEA PAULISTA;SP;430;187;617;303.079.416.531.604.000;696.920.583.468.395.000
3021;MATIAS OL÷MPIO;PI;92;40;132;303.030.303.030.303.000;696.969.696.969.696.000
2779;LEOPOLDINA;MG;460;200;660;303.030.303.030.303.000;696.969.696.969.696.000
1543;DAVIN‡POLIS;MA;184;80;264;303.030.303.030.303.000;696.969.696.969.696.000
279;APIACµ;ES;161;70;231;303.030.303.030.303.000;696.969.696.969.696.000
346;ARARAS;SP;414;180;594;303.030.303.030.303.000;696.969.696.969.696.000
408;ASCURRA;SC;92;40;132;303.030.303.030.303.000;696.969.696.969.696.000
711;BOMBINHAS;SC;184;80;264;303.030.303.030.303.000;696.969.696.969.696.000
707;BOM SUCESSO;PB;46;20;66;303.030.303.030.303.000;696.969.696.969.696.000
4733;S«O JO«O DE IRACEMA;SP;69;30;99;303.030.303.030.303.000;696.969.696.969.696.000
3128;MOGI DAS CRUZES;SP;812;353;1165;303.004.291.845.493.000;696.995.708.154.506.000
3017;MATEUS LEME;MG;352;153;505;302.970.297.029.702.000;697.029.702.970.297.000
1745;EXTREMOZ;RN;237;103;340;302.941.176.470.588.000;697.058.823.529.411.000
264;ANT‚NIO DIAS;MG;214;93;307;302.931.596.091.205.000;697.068.403.908.794.000
3046;MAUêS;AM;359;156;515;302.912.621.359.223.000;697.087.378.640.776.000
1032;CANDIOTA;RS;145;63;208;302.884.615.384.615.000;697.115.384.615.384.000
1507;CUMARU DO NORTE;PA;145;63;208;302.884.615.384.615.000;697.115.384.615.384.000
584;BELêM;AL;99;43;142;302.816.901.408.450.000;697.183.098.591.549.000
1361;CONDE;BA;251;109;360;302.777.777.777.777.000;697.222.222.222.222.000
2234;IPAPORANGA;CE;76;33;109;302.752.293.577.981.000;697.247.706.422.018.000
3714;PEDRA BRANCA;CE;76;33;109;302.752.293.577.981.000;697.247.706.422.018.000
1723;EST∂NCIA VELHA;RS;205;89;294;302.721.088.435.374.000;697.278.911.564.625.000
874;CAETAN‡POLIS;MG;205;89;294;302.721.088.435.374.000;697.278.911.564.625.000
1896;GARÄA;SP;334;145;479;302.713.987.473.903.000;697.286.012.526.096.000
4614;S«O BENEDITO DO RIO PRETO;MA;129;56;185;302.702.702.702.702.000;697.297.297.297.297.000
292;AQUIDAUANA;MS;311;135;446;302.690.582.959.641.000;697.309.417.040.358.000
2063;GURUPI;TO;235;102;337;302.670.623.145.400.000;697.329.376.854.599.000
4364;SALVATERRA;PA;235;102;337;302.670.623.145.400.000;697.329.376.854.599.000
5531;VIÄOSA DO CEARµ;CE;106;46;152;302.631.578.947.368.000;697.368.421.052.631.000
4014;POUSO ALEGRE;MG;544;236;780;302.564.102.564.102.000;697.435.897.435.897.000
1154;CAROLINA;MA;136;59;195;302.564.102.564.102.000;697.435.897.435.897.000
1965;GOVERNADOR VALADARES;MG;800;347;1147;302.528.334.786.399.000;697.471.665.213.600.000
1587;DIVISA ALEGRE;MG;166;72;238;302.521.008.403.361.000;697.478.991.596.638.000
309;ARAÄU;GO;83;36;119;302.521.008.403.361.000;697.478.991.596.638.000
204;AMêRICO DE CAMPOS;SP;83;36;119;302.521.008.403.361.000;697.478.991.596.638.000
3797;PIÄARRA;PA;83;36;119;302.521.008.403.361.000;697.478.991.596.638.000
3387;NOVA RESENDE;MG;166;72;238;302.521.008.403.361.000;697.478.991.596.638.000
1560;DIADEMA;SP;844;366;1210;302.479.338.842.975.000;697.520.661.157.024.000
2671;JURUTI;PA;226;98;324;302.469.135.802.469.000;697.530.864.197.530.000
2489;JACARE÷;SP;482;209;691;302.460.202.604.920.000;697.539.797.395.079.000
5429;URUANA;GO;143;62;205;302.439.024.390.243.000;697.560.975.609.756.000
3503;OURO PRETO;MG;459;199;658;302.431.610.942.249.000;697.568.389.057.750.000
360;ARAUCµRIA;PR;376;163;539;302.411.873.840.445.000;697.588.126.159.554.000
5600;XINGUARA;PA;323;140;463;302.375.809.935.205.000;697.624.190.064.794.000
428;AUGUSTO CORR“A;PA;240;104;344;302.325.581.395.348.000;697.674.418.604.651.000
258;ANTONINA;PR;300;130;430;302.325.581.395.348.000;697.674.418.604.651.000
14;ABREUL∂NDIA;TO;90;39;129;302.325.581.395.348.000;697.674.418.604.651.000
854;CACHOEIRA DOS ÷NDIOS;PB;60;26;86;302.325.581.395.348.000;697.674.418.604.651.000
1547;DELTA;MG;150;65;215;302.325.581.395.348.000;697.674.418.604.651.000
1501;CUITê;PB;90;39;129;302.325.581.395.348.000;697.674.418.604.651.000
1637;DOUTOR SEVERIANO;RN;60;26;86;302.325.581.395.348.000;697.674.418.604.651.000
2106;IBIARA;PB;60;26;86;302.325.581.395.348.000;697.674.418.604.651.000
4498;SANTA ROSA DE GOIµS;GO;120;52;172;302.325.581.395.348.000;697.674.418.604.651.000
2413;ITAPURA;SP;150;65;215;302.325.581.395.348.000;697.674.418.604.651.000
2750;LAMIM;MG;60;26;86;302.325.581.395.348.000;697.674.418.604.651.000
5539;VILA BOA;GO;120;52;172;302.325.581.395.348.000;697.674.418.604.651.000
5424;URANDI;BA;90;39;129;302.325.581.395.348.000;697.674.418.604.651.000
4679;S«O FRANCISCO DE SALES;MG;90;39;129;302.325.581.395.348.000;697.674.418.604.651.000
1672;ENCRUZILHADA;BA;187;81;268;302.238.805.970.149.000;697.761.194.029.850.000
367;AREADO;MG;157;68;225;302.222.222.222.222.000;697.777.777.777.777.000
944;CAMPESTRE;AL;127;55;182;302.197.802.197.802.000;697.802.197.802.197.000
4961;SAPEZAL;MT;127;55;182;302.197.802.197.802.000;697.802.197.802.197.000
649;BOA VISTA DA APARECIDA;PR;97;42;139;302.158.273.381.294.000;697.841.726.618.705.000
1227;CENTRAL;BA;97;42;139;302.158.273.381.294.000;697.841.726.618.705.000
4144;REGENERAÄ«O;PI;97;42;139;302.158.273.381.294.000;697.841.726.618.705.000
3959;PORANGABA;SP;164;71;235;302.127.659.574.468.000;697.872.340.425.531.000
4110;QUIRIN‡POLIS;GO;201;87;288;302.083.333.333.333.000;697.916.666.666.666.000
4905;S«O PEDRO DOS CRENTES;MA;67;29;96;302.083.333.333.333.000;697.916.666.666.666.000
4008;POTê;MG;171;74;245;302.040.816.326.530.000;697.959.183.673.469.000
3245;MURICIL∂NDIA;TO;104;45;149;302.013.422.818.791.000;697.986.577.181.208.000
5347;TUFIL∂NDIA;MA;104;45;149;302.013.422.818.791.000;697.986.577.181.208.000
4859;S«O MATEUS DO MARANH«O;MA;245;106;351;301.994.301.994.301.000;698.005.698.005.698.000
3331;NOVA CRIXµS;GO;141;61;202;301.980.198.019.801.000;698.019.801.980.198.000
5507;VERAN‡POLIS;RS;141;61;202;301.980.198.019.801.000;698.019.801.980.198.000
4228;RIO DAS FLORES;RJ;178;77;255;301.960.784.313.725.000;698.039.215.686.274.000
4156;RESERVA DO CABAÄAL;MT;74;32;106;301.886.792.452.830.000;698.113.207.547.169.000
3013;MATARACA;PB;148;64;212;301.886.792.452.830.000;698.113.207.547.169.000
2359;ITAMOGI;MG;111;48;159;301.886.792.452.830.000;698.113.207.547.169.000
1605;DOM EXPEDITO LOPES;PI;74;32;106;301.886.792.452.830.000;698.113.207.547.169.000
2095;IBARETAMA;CE;111;48;159;301.886.792.452.830.000;698.113.207.547.169.000
720;BONITO;MS;185;80;265;301.886.792.452.830.000;698.113.207.547.169.000
760;BRASILEIRA;PI;74;32;106;301.886.792.452.830.000;698.113.207.547.169.000
368;AREAL;RJ;222;96;318;301.886.792.452.830.000;698.113.207.547.169.000
1067;CAPELA DO ALTO;SP;303;131;434;301.843.317.972.350.000;698.156.682.027.649.000
5568;VIT‡RIA;ES;495;214;709;301.833.568.406.205.000;698.166.431.593.794.000
2427;ITATIAIA;RJ;384;166;550;301.818.181.818.181.000;698.181.818.181.818.000
4580;SANTO ANT‚NIO DO ARACANGUµ;SP;155;67;222;301.801.801.801.801.000;698.198.198.198.198.000
1943;GOIATINS;TO;118;51;169;301.775.147.928.994.000;698.224.852.071.005.000
1703;ESMERALDAS;MG;435;188;623;301.765.650.080.256.000;698.234.349.919.743.000
1980;GRAVATA÷;RS;604;261;865;301.734.104.046.242.000;698.265.895.953.757.000
1662;EL÷SIO MEDRADO;BA;81;35;116;301.724.137.931.034.000;698.275.862.068.965.000
2441;ITAÈNA;MG;544;235;779;301.668.806.161.745.000;698.331.193.838.254.000
2901;M∂NCIO LIMA;AC;176;76;252;301.587.301.587.301.000;698.412.698.412.698.000
3252;NACIP RAYDAN;MG;88;38;126;301.587.301.587.301.000;698.412.698.412.698.000
4043;PRESIDENTE EPITµCIO;SP;308;133;441;301.587.301.587.301.000;698.412.698.412.698.000
657;BOA VISTA DO TUPIM;BA;88;38;126;301.587.301.587.301.000;698.412.698.412.698.000
342;ARAQUARI;SC;176;76;252;301.587.301.587.301.000;698.412.698.412.698.000
5585;WANDERLEY;BA;88;38;126;301.587.301.587.301.000;698.412.698.412.698.000
5546;VILA NOVA DOS MART÷RIOS;MA;132;57;189;301.587.301.587.301.000;698.412.698.412.698.000
5041;SERRA GRANDE;PB;44;19;63;301.587.301.587.301.000;698.412.698.412.698.000
1348;CONCEIÄ«O DO LAGO-AÄU;MA;183;79;262;301.526.717.557.251.000;698.473.282.442.748.000
1319;COL‚MBIA;SP;139;60;199;301.507.537.688.442.000;698.492.462.311.557.000
3179;MONTEIRO;PB;139;60;199;301.507.537.688.442.000;698.492.462.311.557.000
2319;ITAGIMIRIM;BA;190;82;272;301.470.588.235.294.000;698.529.411.764.705.000
3912;POÄ«O DE PEDRAS;MA;95;41;136;301.470.588.235.294.000;698.529.411.764.705.000
2037;GUARARAPES;SP;190;82;272;301.470.588.235.294.000;698.529.411.764.705.000
5042;SERRA NEGRA;SP;248;107;355;301.408.450.704.225.000;698.591.549.295.774.000
1108;CARAÈBAS;RN;102;44;146;301.369.863.013.698.000;698.630.136.986.301.000
4408;SANTA CRUZ DO ARARI;PA;153;66;219;301.369.863.013.698.000;698.630.136.986.301.000
4897;S«O PEDRO DO BUTIµ;RS;51;22;73;301.369.863.013.698.000;698.630.136.986.301.000
308;ARACRUZ;ES;415;179;594;301.346.801.346.801.000;698.653.198.653.198.000
480;BANABUIÈ;CE;160;69;229;301.310.043.668.122.000;698.689.956.331.877.000
